Title,URL,Description,Details,Journal,Year,Resource,Type,Identifiers,Db,EntrezUID,cDate,First_Author,University,Author_Number,pmid
Host-guest inclusion complex of mesalazine and β-cyclodextrin and spectrofluorometric determination of mesalazine.,/pubmed/25204628,"Elbashir AA, Altayib Alasha Abdalla F, Aboul-Enein HY.",Luminescence. 2015 Jun;30(4):444-50. doi: 10.1002/bio.2758.,Luminescence, 2015,PubMed,citation,PMID:25204628,pubmed,25204628,2014/09/11 , Elbashir AA,Khartoum,3,25204628
The knowledge translation status in selected Eastern-Mediterranean universities and research institutes.,/pubmed/25197834,"Maleki K, Hamadeh RR, Gholami J, Mandil A, Hamid S, Butt ZA, Bin Saeed A, El Kheir DY, Saleem M, Maqsoud S, Safi N, Abdul-Majeed BA, Majdzadeh R.",PLoS One. 2014 Sep 8;9(9):e103732. doi: 10.1371/journal.pone.0103732. Erratum in: PLoS One. 2015;10(6):e0130916.,PLoS One, 2014,PubMed,citation,PMID:25197834 | PMCID:PMC4157749,pubmed,25197834,2014/09/10 , Maleki K,Khartoum,13,25197834 | PMCID:PMC4157749
Rationale and design of the Pan-African Sudden Cardiac Death survey: the Pan-African SCD study.,/pubmed/25192301,"Bonny A, Ngantcha M, Amougou SN, Kane A, Marrakchi S, Okello E, Taty G, Gehani A, Diakite M, Talle M, Lambiase P, Houenassi M, Chin A, Otieno H, Temu G, Owusu IK, Karaye KM, Awad AA, Winkel BG, Priori SG; Pan‐African Society of Cardiology (PASCAR) Task Force on Sudden Cardiac Death..",Cardiovasc J Afr. 2014 Jul-Aug;25(4):176-84. doi: 10.5830/CVJA-2014-035.,Cardiovasc J Afr, 2014,PubMed,citation,PMID:25192301 | PMCID:PMC4170179,pubmed,25192301,2014/09/06 , Bonny A,Khartoum,20,25192301 | PMCID:PMC4170179
Chromatographic finger print analysis of anti-inflammatory active extract fractions of aerial parts of Tribulus terrestris by HPTLC technique.,/pubmed/25182438,"Mohammed MS, Alajmi MF, Alam P, Khalid HS, Mahmoud AM, Ahmed WJ.",Asian Pac J Trop Biomed. 2014 Mar;4(3):203-8. doi: 10.1016/S2221-1691(14)60232-X.,Asian Pac J Trop Biomed, 2014,PubMed,citation,PMID:25182438 | PMCID:PMC3868790,pubmed,25182438,2014/09/04 , Mohammed MS,Khartoum,6,25182438 | PMCID:PMC3868790
"International Nosocomial Infection Control Consortium (INICC) report, data summary of 43 countries for 2007-2012. Device-associated module.",/pubmed/25179325,"Rosenthal VD, Maki DG, Mehta Y, Leblebicioglu H, Memish ZA, Al-Mousa HH, Balkhy H, Hu B, Alvarez-Moreno C, Medeiros EA, Apisarnthanarak A, Raka L, Cuellar LE, Ahmed A, Navoa-Ng JA, El-Kholy AA, Kanj SS, Bat-Erdene I, Duszynska W, Van Truong N, Pazmino LN, See-Lum LC, et al.",Am J Infect Control. 2014 Sep;42(9):942-56. doi: 10.1016/j.ajic.2014.05.029.,Am J Infect Control, 2014,PubMed,citation,PMID:25179325,pubmed,25179325,2014/09/03 , Rosenthal VD,Khartoum,23,25179325
A Study on the Nature of Association between Demodex Mites and Bacteria Involved in Skin and Meibomian Gland Lesions of Demodectic Mange in Cattle.,/pubmed/25177514,"Abu-Samra MT, Shuaib YA.",Vet Med Int. 2014;2014:413719. doi: 10.1155/2014/413719.,Vet Med Int, 2014,PubMed,citation,PMID:25177514 | PMCID:PMC4142185,pubmed,25177514,2014/09/02 , Abu-Samra MT,Khartoum,2,25177514 | PMCID:PMC4142185
Study of the association between the incidences of congenital anomalies and hydrocephalus in Sudanese fetuses.,/pubmed/25168985,"Mahmoud MZ, Dinar HA, Abdulla AA, Babikir E, Sulieman A.",Glob J Health Sci. 2014 Apr 27;6(5):1-8. doi: 10.5539/gjhs.v6n5p1.,Glob J Health Sci, 2014,PubMed,citation,PMID:25168985 | PMCID:PMC4825264,pubmed,25168985,2014/08/30 , Mahmoud MZ,Khartoum,5,25168985 | PMCID:PMC4825264
Prevalence of hypodontia in a sample of Sudanese orthodontic patients.,/pubmed/25143929,"Hassan DA, Abuaffan AH, Hashim HA.",J Orthod Sci. 2014 Jul;3(3):63-7. doi: 10.4103/2278-0203.137683.,J Orthod Sci, 2014,PubMed,citation,PMID:25143929 | PMCID:PMC4138788,pubmed,25143929,2014/08/22 , Hassan DA,Khartoum,3,25143929 | PMCID:PMC4138788
"Poor adherence to the World Health Organization guidelines of treatment of severe pneumonia in children at Khartoum, Sudan.",/pubmed/25123047,"Salih KE, Bilal JA, Alfadeel MA, Hamid Y, Eldouch W, Elsammani E, Ibrahim SA, Adam I.",BMC Res Notes. 2014 Aug 14;7:531. doi: 10.1186/1756-0500-7-531.,BMC Res Notes, 2014,PubMed,citation,PMID:25123047 | PMCID:PMC4138373,pubmed,25123047,2014/08/16 , Salih KE,Khartoum,8,25123047 | PMCID:PMC4138373
Frequency of alloantibodies among chronic renal failure patients in red sea state.,/pubmed/25114405,"Babiker HA, Elsayed TY.",Indian J Hematol Blood Transfus. 2014 Sep;30(3):187-90. doi: 10.1007/s12288-013-0234-7.,Indian J Hematol Blood Transfus, 2014,PubMed,citation,PMID:25114405 | PMCID:PMC4115090,pubmed,25114405,2014/08/13 , Babiker HA,Khartoum,2,25114405 | PMCID:PMC4115090
Effects of gamma irradiation and/or cooking on nutritional quality of faba bean (Vicia faba L.) cultivars seeds.,/pubmed/25114347,"Osman AM, Hassan AB, Osman GA, Mohammed N, Rushdi MA, Diab EE, Babiker EE.",J Food Sci Technol. 2014 Aug;51(8):1554-60. doi: 10.1007/s13197-012-0662-7.,J Food Sci Technol, 2014,PubMed,citation,PMID:25114347 | PMCID:PMC4108669,pubmed,25114347,2014/08/13 , Osman AM,Khartoum,7,25114347 | PMCID:PMC4108669
Clonal diversity of Acinetobacter baumannii from diabetic patients in Saudi Arabian hospitals.,/pubmed/25106863,"Alsultan AA, Aboulmagd E, Evans BA, Amyes SG.",J Med Microbiol. 2014 Nov;63(Pt 11):1460-6. doi: 10.1099/jmm.0.079640-0.,J Med Microbiol, 2014,PubMed,citation,PMID:25106863,pubmed,25106863,2014/08/12 , Alsultan AA,Khartoum,4,25106863
"Antenatal iron and folic acid supplementation use by pregnant women in Khartoum, Sudan.",/pubmed/25099760,"Abdullahi H, Gasim GI, Saeed A, Imam AM, Adam I.",BMC Res Notes. 2014 Aug 7;7:498. doi: 10.1186/1756-0500-7-498.,BMC Res Notes, 2014,PubMed,citation,PMID:25099760 | PMCID:PMC4132242,pubmed,25099760,2014/08/08 , Abdullahi H,Khartoum,5,25099760 | PMCID:PMC4132242
Changes over time in sex assignment for disorders of sex development.,/pubmed/25092939,"Kolesinska Z, Ahmed SF, Niedziela M, Bryce J, Molinska-Glura M, Rodie M, Jiang J, Sinnott RO, Hughes IA, Darendeliler F, Hiort O, van der Zwan Y, Cools M, Guran T, Holterhus PM, Bertelloni S, Lisa L, Arlt W, Krone N, Ellaithi M, Balsamo A, Mazen I, et al.",Pediatrics. 2014 Sep;134(3):e710-5. doi: 10.1542/peds.2014-1088.,Pediatrics, 2014,PubMed,citation,PMID:25092939,pubmed,25092939,2014/08/06 , Kolesinska Z,Khartoum,23,25092939
"Risk factors for pre-eclampsia, eclampsia, and associated adverse outcomes in Hajjah, Yemen.",/pubmed/25087178,"Al-Rukeimi AA, Al-Haddad A, Adam I.",Int J Gynaecol Obstet. 2014 Oct;127(1):91-2. doi: 10.1016/j.ijgo.2014.06.007. No abstract available.,Int J Gynaecol Obstet, 2014,PubMed,citation,PMID:25087178,pubmed,25087178,2014/08/05 , Al-Rukeimi AA,Khartoum,3,25087178
Peritoneal dialysis for acute kidney injury.,/pubmed/25074995,"Cullis B, Abdelraheem M, Abrahams G, Balbi A, Cruz DN, Frishberg Y, Koch V, McCulloch M, Numanoglu A, Nourse P, Pecoits-Filho R, Ponce D, Warady B, Yeates K, Finkelstein FO.",Perit Dial Int. 2014 Jul-Aug;34(5):494-517. doi: 10.3747/pdi.2013.00222. Review. No abstract available.,Perit Dial Int, 2014,PubMed,citation,PMID:25074995 | PMCID:PMC4114667,pubmed,25074995,2014/07/31 , Cullis B,Khartoum,15,25074995 | PMCID:PMC4114667
"Contribution of noncommunicable diseases to medical admissions of elderly adults in Africa: a prospective, cross-sectional study in Nigeria, Sudan, and Tanzania.",/pubmed/25041242,"Akinyemi RO, Izzeldin IM, Dotchin C, Gray WK, Adeniji O, Seidi OA, Mwakisambwe JJ, Mhina CJ, Mutesi F, Msechu HZ, Mteta KA, Ahmed MA, Hamid SH, Abuelgasim NA, Mohamed SA, Mohamed AY, Adesina F, Hamzat M, Olunuga T, Maro VP, Walker R.",J Am Geriatr Soc. 2014 Aug;62(8):1460-6. doi: 10.1111/jgs.12940.,J Am Geriatr Soc, 2014,PubMed,citation,PMID:25041242,pubmed,25041242,2014/07/22 , Akinyemi RO,Khartoum,21,25041242
Direct Leishmania species typing in Old World clinical samples: evaluation of 3 sensitive methods based on the heat-shock protein 70 gene.,/pubmed/25038029,"Montalvo AM, Fraga J, El Safi S, Gramiccia M, Jaffe CL, Dujardin JC, Van der Auwera G.",Diagn Microbiol Infect Dis. 2014 Sep;80(1):35-9. doi: 10.1016/j.diagmicrobio.2014.05.012.,Diagn Microbiol Infect Dis, 2014,PubMed,citation,PMID:25038029,pubmed,25038029,2014/07/20 , Montalvo AM,Khartoum,7,25038029
Expressional analysis of p16 and cytokeratin19 protein in the genesis of oral squamous cell carcinoma patients.,/pubmed/25035775,"Babiker AY, Rahmani AH, Abdalaziz MS, Albutti A, Aly SM, Ahmed HG.",Int J Clin Exp Med. 2014 Jun 15;7(6):1524-30.,Int J Clin Exp Med, 2014,PubMed,citation,PMID:25035775 | PMCID:PMC4100961,pubmed,25035775,2014/07/19 , Babiker AY,Khartoum,6,25035775 | PMCID:PMC4100961
Acute Toxoplasma gondii infection in children with reactive hyperplasia of the cervical lymph nodes.,/pubmed/25028226,"Bilal JA, Alsammani MA, Ahmed MI.",Saudi Med J. 2014 Jul;35(7):699-703.,Saudi Med J, 2014,PubMed,citation,PMID:25028226,pubmed,25028226,2014/07/17 , Bilal JA,Khartoum,3,25028226
"Construction, expression and characterisation of a single chain variable fragment in the Escherichia coli periplasmic that recognise MCF-7 breast cancer cell line.",/pubmed/25022376,"Mahgoub EO, Bolad AK.",J Cancer Res Ther. 2014 Apr-Jun;10(2):265-73. doi: 10.4103/0973-1482.136551.,J Cancer Res Ther, 2014,PubMed,citation,PMID:25022376,pubmed,25022376,2014/07/16 , Mahgoub EO,Khartoum,2,25022376
The Sudanese female face: normative craniofacial measurements and comparison with African-American and North American White females.,/pubmed/25012648,"Salah M, Higzi MA, Ali RW, Naini FB.",J Craniomaxillofac Surg. 2014 Dec;42(8):1704-9. doi: 10.1016/j.jcms.2014.06.003.,J Craniomaxillofac Surg, 2014,PubMed,citation,PMID:25012648,pubmed,25012648,2014/07/12 , Salah M,Khartoum,4,25012648
Merits and pitfalls of currently used diagnostic tools in mycetoma.,/pubmed/24992636,"van de Sande WW, Fahal AH, Goodfellow M, Mahgoub el S, Welsh O, Zijlstra EE.",PLoS Negl Trop Dis. 2014 Jul 3;8(7):e2918. doi: 10.1371/journal.pntd.0002918. Review.,PLoS Negl Trop Dis, 2014,PubMed,citation,PMID:24992636 | PMCID:PMC4080999,pubmed,24992636,2014/07/06 , van de Sande WW,Khartoum,6,24992636 | PMCID:PMC4080999
Evaluation of common carotid artery changes in Saudi current smokers using medical ultrasound (B-mode and Doppler).,/pubmed/27277910,"Alzimami KS, Mahmoud MZ, Sulieman A.",J Med Ultrason (2001). 2014 Jul;41(3):351-7. doi: 10.1007/s10396-013-0509-5.,J Med Ultrason (2001), 2014,PubMed,citation,PMID:27277910,pubmed,27277910,2014/07/01 , Alzimami KS,Khartoum,3,27277910
Effects of a disrupted blood-brain barrier on cholesterol homeostasis in the brain.,/pubmed/24973215,"Saeed AA, Genové G, Li T, Lütjohann D, Olin M, Mast N, Pikuleva IA, Crick P, Wang Y, Griffiths W, Betsholtz C, Björkhem I.",J Biol Chem. 2014 Aug 22;289(34):23712-22. doi: 10.1074/jbc.M114.556159.,J Biol Chem, 2014,PubMed,citation,PMID:24973215 | PMCID:PMC4156098,pubmed,24973215,2014/06/29 , Saeed AA,Khartoum,12,24973215 | PMCID:PMC4156098
"Roussoella percutanea, a novel opportunistic pathogen causing subcutaneous mycoses.",/pubmed/24969729,"Ahmed SA, Stevens DA, van de Sande WW, Meis JF, de Hoog GS.",Med Mycol. 2014 Oct;52(7):689-98. doi: 10.1093/mmy/myu035.,Med Mycol, 2014,PubMed,citation,PMID:24969729,pubmed,24969729,2014/06/28 , Ahmed SA,Khartoum,5,24969729
Primary vesicoureteral reflux in Sudanese children.,/pubmed/24969214,"Ali el-TM, Alfaki EM, Abdelraheem MB.",Saudi J Kidney Dis Transpl. 2014 Jul;25(4):900-5.,Saudi J Kidney Dis Transpl, 2014,PubMed,citation,PMID:24969214,pubmed,24969214,2014/06/28 , Ali el-TM,Khartoum,3,24969214
Extraction and characterization of gelatin from two edible Sudanese insects and its applications in ice cream making.,/pubmed/24958775,"Mariod AA, Fadul H.",Food Sci Technol Int. 2015 Jul;21(5):380-91. doi: 10.1177/1082013214541137.,Food Sci Technol Int, 2015,PubMed,citation,PMID:24958775,pubmed,24958775,2014/06/25 , Mariod AA,Khartoum,2,24958775
"Zinc and copper levels in low birth weight deliveries in Medani Hospital, Sudan.",/pubmed/24958541,"Abass RM, Hamdan HZ, Elhassan EM, Hamdan SZ, Ali NI, Adam I.",BMC Res Notes. 2014 Jun 24;7:386. doi: 10.1186/1756-0500-7-386.,BMC Res Notes, 2014,PubMed,citation,PMID:24958541 | PMCID:PMC4081538,pubmed,24958541,2014/06/25 , Abass RM,Khartoum,6,24958541 | PMCID:PMC4081538
"How well are asthma treatment cards filled out in public health centres in Gazeera State, Sudan?",/pubmed/26399211,"Kodouda SF, Zachariah R, Khogali M, van Griensven J, Saeed M, Ibrahim EH, Schneider S, Adulazeem S, El Sadig HA, Atta R, Mahgoub NG, El Sony AI.",Public Health Action. 2014 Jun 21;4(2):116-21. doi: 10.5588/pha.14.0004.,Public Health Action, 2014,PubMed,citation,PMID:26399211 | PMCID:PMC4539030,pubmed,26399211,2014/06/21 , Kodouda SF,Khartoum,12,26399211 | PMCID:PMC4539030
Madurella mycetomatis is highly susceptible to ravuconazole.,/pubmed/24945848,"Ahmed SA, Kloezen W, Duncanson F, Zijlstra EE, de Hoog GS, Fahal AH, van de Sande WW.",PLoS Negl Trop Dis. 2014 Jun 19;8(6):e2942. doi: 10.1371/journal.pntd.0002942.,PLoS Negl Trop Dis, 2014,PubMed,citation,PMID:24945848 | PMCID:PMC4063742,pubmed,24945848,2014/06/20 , Ahmed SA,Khartoum,7,24945848 | PMCID:PMC4063742
"Tuberculosis awareness in Gezira, Sudan: knowledge, attitude and practice case-control survey.",/pubmed/24945561,"Suleiman MM, Sahal N, Sodemann M, Elsony A, Aro AR.",East Mediterr Health J. 2014 Mar 13;20(2):120-9.,East Mediterr Health J, 2014,PubMed,citation,PMID:24945561,pubmed,24945561,2014/06/20 , Suleiman MM,Khartoum,5,24945561
The combination of amoxicillin-clavulanic acid and ketoconazole in the treatment of Madurella mycetomatis eumycetoma and Staphylococcus aureus co-infection.,/pubmed/24945499,"Mhmoud NA, Fahal AH, Mahgoub el S, van de Sande WW.",PLoS Negl Trop Dis. 2014 Jun 19;8(6):e2959. doi: 10.1371/journal.pntd.0002959.,PLoS Negl Trop Dis, 2014,PubMed,citation,PMID:24945499 | PMCID:PMC4063734,pubmed,24945499,2014/06/20 , Mhmoud NA,Khartoum,4,24945499 | PMCID:PMC4063734
"46,XY disorder of sex development in a sudanese patient caused by a novel mutation in the HSD17B3 gene.",/pubmed/24941935,"Ellaithi M, Werner R, Riepe FG, Krone N, Kulle AE, Diab T, Kamel AK, Arlt W, Holterhus PM, Sabir O, Hiort O.",Sex Dev. 2014;8(4):151-5. doi: 10.1159/000363201.,Sex Dev, 2014,PubMed,citation,PMID:24941935,pubmed,24941935,2014/06/20 , Ellaithi M,Khartoum,11,24941935
"Aflatoxins, ochratoxins and zearalenone in sorghum and sorghum products in Sudan.",/pubmed/24914599,"Elbashir AA, Ali SE.",Food Addit Contam Part B Surveill. 2014;7(2):135-40. doi: 10.1080/19393210.2013.859741.,Food Addit Contam Part B Surveill, 2014,PubMed,citation,PMID:24914599,pubmed,24914599,2014/06/11 , Elbashir AA,Khartoum,2,24914599
Title,URL,Description,Details,ShortDetails,NA,Resource,Type,Identifiers,Db,EntrezUID,Properties,NA,Khartoum,1,Identifiers
"Low neonatal blood glucose levels in cesarean-delivered term newborns at Khartoum Hospital, Sudan.",/pubmed/24913607,"Hussein SM, Salih Y, Rayis DA, Bilal JA, Adam I.",Diagn Pathol. 2014 Jun 9;9:112. doi: 10.1186/1746-1596-9-112.,Diagn Pathol, 2014,PubMed,citation,PMID:24913607 | PMCID:PMC4064508,pubmed,24913607,2014/06/11 , Hussein SM,Khartoum,5,24913607 | PMCID:PMC4064508
"Zinc and selenium levels in women with gestational diabetes mellitus at Medani Hospital, Sudan.",/pubmed/24911198,"Hamdan HZ, Elbashir LM, Hamdan SZ, Elhassan EM, Adam I.",J Obstet Gynaecol. 2014 Oct;34(7):567-70. doi: 10.3109/01443615.2014.919576.,J Obstet Gynaecol, 2014,PubMed,citation,PMID:24911198,pubmed,24911198,2014/06/10 , Hamdan HZ,Khartoum,5,24911198
Multiple parenchymal leiomyomas of the breast in a Sudanese female.,/pubmed/24898199,Alawad AA.,Breast Dis. 2014 Jan 1;34(4):165-7. doi: 10.3233/BD-140370.,Breast Dis, 2014,PubMed,citation,PMID:24898199,pubmed,24898199,2014/06/06 , Alawad AA,Khartoum,1,24898199
Vancomycin-eluting niosomes: a new approach to the inhibition of staphylococcal biofilm on abiotic surfaces.,/pubmed/24895077,"Barakat HS, Kassem MA, El-Khordagui LK, Khalafallah NM.",AAPS PharmSciTech. 2014 Oct;15(5):1263-74. doi: 10.1208/s12249-014-0141-8.,AAPS PharmSciTech, 2014,PubMed,citation,PMID:24895077 | PMCID:PMC4179651,pubmed,24895077,2014/06/05 , Barakat HS,Khartoum,4,24895077 | PMCID:PMC4179651
Condorcet and borda count fusion method for ligand-based virtual screening.,/pubmed/24883114,"Ahmed A, Saeed F, Salim N, Abdo A.",J Cheminform. 2014 May 3;6:19. doi: 10.1186/1758-2946-6-19.,J Cheminform, 2014,PubMed,citation,PMID:24883114 | PMCID:PMC4026830,pubmed,24883114,2014/06/03 , Ahmed A,Khartoum,4,24883114 | PMCID:PMC4026830
Optimal level of sympathectomy for primary palmar hyperhidrosis: T3 versus T4 in a retrospective cohort study.,/pubmed/24874792,"Abd Ellatif ME, Hadidi AE, Musa AM, Askar W, Abbas A, Negm A, Moatamed A, Dawoud I.",Int J Surg. 2014;12(8):778-82. doi: 10.1016/j.ijsu.2014.05.039.,Int J Surg, 2014,PubMed,citation,PMID:24874792,pubmed,24874792,2014/05/31 , Abd Ellatif ME,Khartoum,8,24874792
Cytomorphologic patterns of breast lesions in Sudanese patients: lessons learned from fine needle aspiration cytology.,/pubmed/24870730,"Almobarak AO, Elhassan TM, Elhoweris MH, Awadalla HM, Elmadhoun WM, Ahmed MH.",Asian Pac J Cancer Prev. 2014;15(8):3411-3.,Asian Pac J Cancer Prev, 2014,PubMed,citation,PMID:24870730,pubmed,24870730,2014/05/30 , Almobarak AO,Khartoum,6,24870730
Chimeric autologous costal cartilage graft to prevent warping.,/pubmed/24867736,"Hsiao YC, Abdelrahman M, Chang CS, Chang CJ, Yang JY, Lin CH, Chang SY, Chuang SS.",Plast Reconstr Surg. 2014 Jun;133(6):768e-775e. doi: 10.1097/PRS.0000000000000231.,Plast Reconstr Surg, 2014,PubMed,citation,PMID:24867736,pubmed,24867736,2014/05/29 , Hsiao YC,Khartoum,8,24867736
To be or not to be associated: power study of four statistical modeling approaches to identify parasite associations in cross-sectional studies.,/pubmed/24860791,"Vaumourin E, Vourc'h G, Telfer S, Lambin X, Salih D, Seitzer U, Morand S, Charbonnel N, Vayssier-Taussat M, Gasqui P.",Front Cell Infect Microbiol. 2014 May 15;4:62. doi: 10.3389/fcimb.2014.00062.,Front Cell Infect Microbiol, 2014,PubMed,citation,PMID:24860791 | PMCID:PMC4030204,pubmed,24860791,2014/05/27 , Vaumourin E,Khartoum,10,24860791 | PMCID:PMC4030204
The episode of genetic drift defining the migration of humans out of Africa is derived from a large east African population size.,/pubmed/24845801,"Elhassan N, Gebremeskel EI, Elnour MA, Isabirye D, Okello J, Hussien A, Kwiatksowski D, Hirbo J, Tishkoff S, Ibrahim ME.",PLoS One. 2014 May 20;9(5):e97674. doi: 10.1371/journal.pone.0097674.,PLoS One, 2014,PubMed,citation,PMID:24845801 | PMCID:PMC4028218,pubmed,24845801,2014/05/23 , Elhassan N,Khartoum,10,24845801 | PMCID:PMC4028218
Chemical named entities recognition: a review on approaches and applications.,/pubmed/24834132,"Eltyeb S, Salim N.",J Cheminform. 2014 Apr 28;6:17. doi: 10.1186/1758-2946-6-17. Review.,J Cheminform, 2014,PubMed,citation,PMID:24834132 | PMCID:PMC4022577,pubmed,24834132,2014/05/17 , Eltyeb S,Khartoum,2,24834132 | PMCID:PMC4022577
Recent applications and developments of capacitively coupled contactless conductivity detection (CE-C4D) in capillary electrophoresis.,/pubmed/24816678,"Elbashir AA, Aboul-Enein HY.",Biomed Chromatogr. 2014 Nov;28(11):1502-6. doi: 10.1002/bmc.3230. Review.,Biomed Chromatogr, 2014,PubMed,citation,PMID:24816678,pubmed,24816678,2014/05/13 , Elbashir AA,Khartoum,2,24816678
"Imported malaria at Buraidah Central Hospital, Qassim, Saudi Arabia: a retrospective analysis.",/pubmed/24813715,"Musa IR, Gasim GI, Eltoum AO, Adam I.",Travel Med Infect Dis. 2014 Nov-Dec;12(6 Pt B):733-7. doi: 10.1016/j.tmaid.2014.04.006.,Travel Med Infect Dis, 2014,PubMed,citation,PMID:24813715,pubmed,24813715,2014/05/13 , Musa IR,Khartoum,4,24813715
Lack of Outer Membrane Protein A Enhances the Release of Outer Membrane Vesicles and Survival of Vibrio cholerae and Suppresses Viability of Acanthamoeba castellanii.,/pubmed/24799908,"Valeru SP, Shanan S, Alossimi H, Saeed A, Sandström G, Abd H.",Int J Microbiol. 2014;2014:610190. doi: 10.1155/2014/610190.,Int J Microbiol, 2014,PubMed,citation,PMID:24799908 | PMCID:PMC3995163,pubmed,24799908,2014/05/07 , Valeru SP,Khartoum,6,24799908 | PMCID:PMC3995163
Developmental changes in IGF-I and MyoG gene expression and their association with meat traits in sheep.,/pubmed/24782091,"Sun W, Su R, Li D, Musa HH, Kong Y, Ding JT, Ma YH, Chen L, Zhang YF, Wu WZ.",Genet Mol Res. 2014 Apr 14;13(2):2772-83. doi: 10.4238/2014.April.14.6.,Genet Mol Res, 2014,PubMed,citation,PMID:24782091,pubmed,24782091,2014/05/02 , Sun W,Khartoum,10,24782091
